id|split|domain|label|goal|trace
wb-email-074-yes|train|workbench_email|yes|lena and aisha need the last email about 'Update on Team Building Retreat'. Can you forward it?|"Recorded tool actions: email.search_emails(query=""Update on Team Building Retreat""); company_directory.find_email_address(name=""lena""); company_directory.find_email_address(name=""aisha""); email.forward_email(email_id=""00000262"", recipient=""lena.schmidt@atlas.com""); email.forward_email(email_id=""00000262"", recipient=""aisha.chen@atlas.com"")"
wb-email-075-no|train|workbench_email|no|Forward the last email about 'Update on Board of Directors Conclave' to akira and yuki|"Recorded tool actions: email.search_emails(query=""Update on Board of Directors Conclave""); email.forward_email(email_id=""00000120"", recipient=""akira@atlas.com""); email.forward_email(email_id=""00000120"", recipient=""yuki@atlas.com"")"
wb-email-075-yes|train|workbench_email|yes|Forward the last email about 'Update on Board of Directors Conclave' to akira and yuki|"Recorded tool actions: email.search_emails(query=""Update on Board of Directors Conclave""); company_directory.find_email_address(name=""akira""); company_directory.find_email_address(name=""yuki""); email.forward_email(email_id=""00000120"", recipient=""akira.sato@atlas.com""); email.forward_email(email_id=""00000120"", recipient=""yuki.tanaka@atlas.com"")"
wb-email-076-no|train|workbench_email|no|Forward the last email about 'Update on introductory call' to lena and nadia|"Recorded tool actions: email.search_emails(query=""Update on introductory call""); email.forward_email(email_id=""00000308"", recipient=""lena""); email.forward_email(email_id=""00000308"", recipient=""nadia"")"
wb-email-076-yes|train|workbench_email|yes|Forward the last email about 'Update on introductory call' to lena and nadia|"Recorded tool actions: email.search_emails(query=""Update on introductory call"", date_min=""2023-11-01"", date_max=""2023-11-30""); company_directory.find_email_address(name=""Lena""); company_directory.find_email_address(name=""Nadia""); email.forward_email(email_id=""00000308"", recipient=""lena.schmidt@atlas.com""); email.forward_email(email_id=""00000308"", recipient=""nadia.moreau@atlas.com"")"
wb-email-077-no|train|workbench_email|no|can you forward the last email about 'Update on Machine Learning Chat' to nadia and jinsoo|"Recorded tool actions: email.search_emails(query=""Update on Machine Learning Chat"", date_min=""2023-11-01"", date_max=""2023-11-30""); email.forward_email(email_id=""00000409"", recipient=""nadia@example.com""); email.forward_email(email_id=""00000409"", recipient=""jinsoo@example.com"")"
wb-email-077-yes|train|workbench_email|yes|can you forward the last email about 'Update on Machine Learning Chat' to nadia and jinsoo|"Recorded tool actions: email.search_emails(query=""Update on Machine Learning Chat""); company_directory.find_email_address(name=""Nadia""); company_directory.find_email_address(name=""Jinsoo""); email.forward_email(email_id=""00000409"", recipient=""nadia.moreau@atlas.com""); email.forward_email(email_id=""00000409"", recipient=""jinsoo.kim@atlas.com"")"
wb-email-078-no|train|workbench_email|no|raj and sofia need the last email about 'Update on introductory call'. Can you forward it?|"Recorded tool actions: email.search_emails(query=""Update on introductory call""); email.forward_email(email_id=""00000308"", recipient=""raj@example.com""); email.forward_email(email_id=""00000308"", recipient=""sofia@example.com"")"
wb-email-078-yes|train|workbench_email|yes|raj and sofia need the last email about 'Update on introductory call'. Can you forward it?|"Recorded tool actions: company_directory.find_email_address(name=""Raj""); company_directory.find_email_address(name=""Sofia""); email.search_emails(query=""Update on introductory call""); email.forward_email(email_id=""00000308"", recipient=""raj.patel@atlas.com""); email.forward_email(email_id=""00000308"", recipient=""sofia.santos@atlas.com"")"
wb-email-079-no|train|workbench_email|no|Forward the last email about 'Update on casual catch-up' to anaya and luis|"Recorded tool actions: email.search_emails(query=""Update on casual catch-up""); email.forward_email(email_id=""00000208"", recipient=""anaya@example.com""); email.forward_email(email_id=""00000208"", recipient=""luis@example.com"")"
wb-email-079-yes|train|workbench_email|yes|Forward the last email about 'Update on casual catch-up' to anaya and luis|"Recorded tool actions: email.search_emails(query=""Update on casual catch-up""); company_directory.find_email_address(name=""anaya""); company_directory.find_email_address(name=""luis""); email.forward_email(recipient=""anaya.patel@atlas.com"", email_id=""00000208""); email.forward_email(recipient=""luis.ortiz@atlas.com"", email_id=""00000208"")"
wb-email-080-no|train|workbench_email|no|I need to reply to the latest email from sofia with 'Got it, thank you!'. Can you do that?|"Recorded tool actions: email.search_emails(query=""from:sofia"", date_min=""2023-11-30"", date_max=""2023-11-30"")"
wb-email-080-yes|train|workbench_email|yes|I need to reply to the latest email from sofia with 'Got it, thank you!'. Can you do that?|"Recorded tool actions: email.search_emails(query=""sofia""); email.reply_email(email_id=""00000438"", body=""Got it, thank you!"")"
wb-email-081-no|train|workbench_email|no|can you reply to the latest email from carlos with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""from:carlos"", date_min=""2023-11-29"")"
wb-email-081-yes|train|workbench_email|yes|can you reply to the latest email from carlos with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""carlos""); email.reply_email(email_id=""00000068"", body=""Got it, thank you!"")"
wb-email-082-no|train|workbench_email|no|Reply to the latest email from chenwei with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""chenwei"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-082-yes|train|workbench_email|yes|Reply to the latest email from chenwei with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""chenwei""); email.reply_email(body=""Got it, thank you!"", email_id=""00000211"")"
wb-email-083-no|train|workbench_email|no|can you reply to the latest email from nia with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""from:Nia"", date_min=""2023-11-29"")"
wb-email-083-yes|train|workbench_email|yes|can you reply to the latest email from nia with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""nia""); email.reply_email(email_id=""00000066"", body=""Got it, thank you!"")"
wb-email-084-no|train|workbench_email|no|Reply to the latest email from akira with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""from:akira"", date_min=""2023-11-30"", date_max=""2023-11-30"")"
wb-email-084-yes|train|workbench_email|yes|Reply to the latest email from akira with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""akira""); email.reply_email(email_id=""00000429"", body=""Got it, thank you!"")"
wb-email-085-no|train|workbench_email|no|Reply to the latest email from sofia with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""from:sofia"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-085-yes|train|workbench_email|yes|Reply to the latest email from sofia with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""sofia""); email.reply_email(email_id=""00000438"", body=""Got it, thank you!"")"
wb-email-086-no|train|workbench_email|no|I need to reply to the latest email from amir with 'Got it, thank you!'. Can you do that?|"Recorded tool actions: email.search_emails(query=""from:amir"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-086-yes|train|workbench_email|yes|I need to reply to the latest email from amir with 'Got it, thank you!'. Can you do that?|"Recorded tool actions: email.search_emails(query=""amir""); email.reply_email(body=""Got it, thank you!"", email_id=""00000188"")"
wb-email-087-no|train|workbench_email|no|I need to reply to the latest email from nia with 'Got it, thank you!'. Can you do that?|"Recorded tool actions: email.search_emails(query=""from:nia"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-087-yes|train|workbench_email|yes|I need to reply to the latest email from nia with 'Got it, thank you!'. Can you do that?|"Recorded tool actions: email.search_emails(query=""nia""); email.reply_email(email_id=""00000066"", body=""Got it, thank you!"")"
wb-email-088-no|train|workbench_email|no|Reply to the latest email from santiago with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""from:santiago"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-088-yes|train|workbench_email|yes|Reply to the latest email from santiago with 'Got it, thank you!'|"Recorded tool actions: email.search_emails(query=""Santiago""); email.reply_email(email_id=""00000348"", body=""Got it, thank you!"")"
wb-email-089-no|train|workbench_email|no|I need to reply to the latest email from kofi with 'Got it, thank you!'. Can you do that?|"Recorded tool actions: email.search_emails(query=""kofi"", date_min=""2023-11-29"", date_max=""2023-11-30"")"
wb-email-089-yes|train|workbench_email|yes|I need to reply to the latest email from kofi with 'Got it, thank you!'. Can you do that?|"Recorded tool actions: email.search_emails(query=""kofi""); email.reply_email(email_id=""00000259"", body=""Got it, thank you!"")"
wb-multi_domain-000-no|test|workbench_multi_domain|no|If we haven't spoke to Cameron Anderson in the past fortnight book a 30-minute meeting with whoever is assigned to them called 'Update on Cameron Anderson' at the first time I'm free tomorrow|"Recorded tool actions: customer_relationship_manager.search_customers(customer_name=""Cameron Anderson""); calendar.search_events(query=""sofia.santos@atlas.com"", time_min=""2023-12-01 09:00:00"", time_max=""2023-12-01 18:00:00""); calendar.create_event(event_name=""Update on Cameron Anderson"", participant_email=""sofia.santos@atlas.com"", event_start=""2023-12-01 09:00:00"", duration=""30"")"
wb-multi_domain-000-yes|test|workbench_multi_domain|yes|If we haven't spoke to Cameron Anderson in the past fortnight book a 30-minute meeting with whoever is assigned to them called 'Update on Cameron Anderson' at the first time I'm free tomorrow|"Recorded tool actions: customer_relationship_manager.search_customers(customer_name=""Cameron Anderson""); calendar.search_events(time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); calendar.create_event(event_name=""Update on Cameron Anderson"", participant_email=""sofia.santos@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")"
